accommodation_id,review_text,review_score,hotel_review_count
-2445992,Access to airport Nil,6.0,45
-921411410,Can't be beaten for convenience and stress free early flight. Took advantage of the spa and pool and had a lovely meal in the restaurant. nan,10.0,45
-2445992,Great location near domestic terminal.  Good sized room with hanging space and floor space to rearrange suitcases  Checkin staff were friendly and provided solutions to travel issues I was having. They were really efficient at dealing with multiple staff at the same time.  Checkin staff sent details of paid organised airport shuttle service in advance. The hotel is a little worn.  The location is right next to a busy road and sound proofing didn't remove traffic noise.  The speedy early morning breakfast is a bit grim - get something at the airport (or buy an express breakfast at the fancier hotel next door).,7.0,45
-2445992,Close to airport Paying extra for car park,7.0,45
-921411410,"Hotel very well situated next to terminals, staff very pleasant Security personal on floors, as you enter hotel to stop thieves, tramps entering building, we and others entering were not challenged, my floor was 5, the security chap was asleep on his chair, when we entered our room for the 1st time, we were greeted with 2 off sandwiches in foil left on the bed, I sent photos to reception and the gentleman at reception stated it was the cleaners who left the sandwiches, Proves that the rooms were not checked by supervisors. We ended up with 10% discount, a couple of drinks free, really not good enough solution would have been the charges for the room zero,  I would not stay here again due to the enclosed problems",7.0,45
-921411410,"Executive lounge and swimming pool, sauna, leisure centre. Convenient 4 airport obviously. Enjoyed lunch too. Quick check-in checkout. All good",8.0,45
-921411410,Great location for early flight. Easy to get train back into central Manchester on return. N/A,10.0,45
-2445992,"Great location right beside the airport. Was a short walk to train into the city. Staff were so friendly. One lumpy thin pillow and one high firm pillow made for an uncomfy sleep. The tv turned off at some point, which stopped my phone from charging.",7.0,45
-2445992,"Good location, access to the shuttle helpful. Clean linen. Interior and exterior a bit tired.",5.0,45
-2445992,"Cheap and easy. Well located in relation to Sydney airport. Reasonable budget option. Absolutely charmless. No facilities, so to speak. Not very comfortable beds.",5.0,45
-2445992,"Close proximity to airport. 20 dollars per person for shuttle to airport - all terminals. All we needed was a clean room with a bed and bathroom, which we got. Place needs a serious renovation. It was just very outdated.",5.0,45
-921411410,Great airport location for early morning flight Nothing negative to report,10.0,45
-921411410,Great rooms to a high standard. Linked to airport. View over runway is fantastic for getting you in the holiday mode. Hair dryer good quality and shower fantastic Nothing,10.0,45
-2445992,"Close to airport Close to takeaway restaurants - kids loved Krispy Kreme Small room means tiny. Tiny bathroom, and squeezing between beds. Wouldn't want to stay more than 1 night there as could be quite frustrating.",7.0,45
-2445992,"Exactly what was expected.  Central to the airport, room was clean and bed comfortable. Staff were professional at all times. For the price the room was exactly as expected.",8.0,45
-921411410,"Receptionist very friendly and welcoming. Rooms were spotless and cozy with great big windows that were spotless as well, beds were very comfortable, late check out . Paying for parking",10.0,45
-921411410,Reception is friendly & efficient. Breakfast is relaxing too. Good option should you need an airport hotel. Gluten free toaster - yes. Gluten free bread - no. Hmmm.,9.0,45
-2445992,"Very close to the airport and the bed was comfortable. Also next to McDonald's, Krispy Kreme and KFC so easy quick food options at awkward times.  You're very much just paying for location as everything else is basic at best. The bathroom was bordering on unusable it was so small, the shower curtain practically touched the sink and the toilet and just hung in the middle of the room as a default which made it impossible to get to the sink without having to try and tuck the curtain up somewhere (nothing installed to hold it out the way).  You're very much just paying for location as everything else is basic at best.",7.0,45
-921411410,"Great location from terminal, room very nice, slept well, clean, quiet. Didnt use breakfast or spa but will next time Nothing to dislike",10.0,45
-2445992,"proximity to airport availability    Ease of booking.  cost, nan",8.0,45
-2445992,Close to airport nan,6.0,45
-921411410,"The location is excellent, a short walk away from the station and the airport terminals.  My room, a standard room, was spacious and spotlessly clean with a pleasant view of the Pennines in the distance.  The restaurant was also excellent. The food was good and the service was excellent.  Breakfast was also excellent with a good choice of food.  I can highly recommend this hotel. Everything was perfect.",10.0,45
-2445992,The comfort and closeness of the airport.. nan,10.0,45
-2445992,Proximity to airport and shuttle bus Very basic but I expected that,8.0,45
-2445992,Location was near International Airport.   Shuttle bus great. nan,8.0,45
-921411410,"Comfy bed, couldn't hear any noise from outside. Great location. Easy car park facilities. nan",10.0,45
-921411410,The staff are amazing and the beds are like a cloud loved every minute of my stay There was nothing to not like for me perfect place to stay fantastic,10.0,45
-921411410,The suite and lounge access Price can be high,10.0,45
-921411410,"V comfortable. Great views from our room. Love restaurant, good food. Very convenient for terminals Cost",9.0,45
-2445992,"Value, and location When I booked I opted to pay when I arrived, but then later wanted to pay before arriving, denied my request.😠",8.0,45
-2445992,Price. Cleanliness. Proximity to great restaurant. Availability of buses and taxis. Comfy bed. No coffee machine.,9.0,45
-2445992,Near to airport n Mascot station Good n clean,6.0,45
-921411410,The comfort was top notch Nothing,10.0,45
-2445992,the bed was very comfortable & air-conditioning was good. the price was affordable and location 10 mind walk from the airport terminal and trains. very convenient the shower pressure was awful. even the shower head was bad. hair in the drains from previous attendees.,5.0,45
-2445992,"Proximity to the airport is excellent, 10 minute walk away.  Snacks and drinks can be bought at reception. Staff lovely. USB charging point by the bed. Corridors could do with a refresh. Fairly expensive for such a basic hotel.",7.0,45
-921411410,Proximity to airport; lovely comfy room. Friendly staff.  Pool and sauna. Nice food. Too few staff on the front desk; the waiters were friendly but didn't check on how I was doing so I had to go tom them; the steam room stank of Body Odour - such a shame as I was looking forward to using it.,9.0,45
-2445992,"Great room for a family. Helpful, friendly staff. Parking is a bit tricky.",9.0,45
-2445992,No breakfast options but available next door.  Check in/out easy.  Great location if flying domestic. Bed comfortable.  Compact but adequate. Proper shampoo would have been good.,6.0,45
-921411410,"First time staying at Radisson Blu, booked for convenience of not having to leave the airport building after a late flight with a two-year old. Free upgrade was therefore very much appreciated even though we were there for less than 12 hours. Not having time to try out the swimming pool due to our short stay..",10.0,45
-921411410,So convenient to the airport . Our holiday starts at the hotel  Thank you Location,10.0,45
-2445992,Quiet Reasonably close to airport Minimal facilities Breakfast no longer available,8.0,45
-921411410,"Nice and clean, good location  comfortable. N/A",10.0,45
-2445992,It was close to both domestic and international airports. nan,8.0,45
-921411410,Great location and was upgraded to a club room. nan,8.0,45
-921411410,Check in. Excellent dinner and restaurant service 5 star.comfortablle. Bed and quality sleep. Breakfast on the go at 5am much appreciated. Very handy for terminal 1. With competition could improve price competitiveness..,10.0,45
-2445992,"Good budget option for a forced overnighter st a Sydney Airport.  The hotel smelled stale and like it needed a good clean, but I am sure it was clean enough. Glad I could get a shuttle to the international easily, next door. As above",5.0,45
-2445992,Great price in handy location. It was all we needed. Cramped and crowded reception. Poor signage and to Domestic Terminal and footpaths in bad condition,5.0,45
-921411410,"Room, facilities, staff. Paying £17 for overnight parking . When staying overnight and purchasing dinners and breakfasts the parking should be free.",8.0,45
-2445992,close to the air port no microwave for bottles,10.0,45
-921411410,It’s so much better than the usual airport hotel.  Very well appointed throughout and exceptionally clean.  Staff are excellent.  Everything that you would expect from a Radisson hotel. Brilliant location within the airport area. Nothing.,8.0,45
-2445992,"Very comfortable bed and nice staff. Nothing. It was close to the airport ,cheap and fine for one night.",8.0,45
-2445992,Close to airport for stopover nan,8.0,45
-2445992,"Location to airport,being able to park on site nan",8.0,45
-921411410,"Directly in the airport, but quiet. Friendly and helpful staff. The windows cannot be opened, there was no information whether the air is being cleaned.  No recycling of plastic.",8.0,45
-921411410,Perfectly located next to Terminal 1 at airport so no hassle to get to from flight and close to train station for onward travel Excellent glazing so room is really quiet despite being very close to runway/planes and busy road. Delicious dinner on arrival-friendly restaurant staff Bed was a little hard for our preference but otherwise a perfect hotel for airport stopover,9.0,45
-2445992,"We were expecting the worst after reading some previous reviews however the staff member we dealt with was extremely polite , friendly and efficient. Our room was quiet and very clean. It was perfect for a two night stay transiting the airport. Walking distance to Mascot for eateries and a very short distance from the train station on the line from the airport to Central. nan",10.0,45
-2445992,"Clean, well functioned and very close to Sydney domestic airport. We had an early flight at 7.30am and only needed around 15 minutes or less walking to the domestic terminal with our luggages. nan",7.0,45
-921411410,Location is perfect. The hotel is linked with the airport with skylink nan,9.0,45
-921411410,"Lovely clean room,great location! Friendly staff & good amenities. This was our 2nd pre flight stay. Brilliant! All good!",10.0,45
-921411410,"The bedroom was comfortable and clean. We were disturb with banging on our front door at about 9.30pm and also someone tried pushing through the connecting room door when I was in bed almost falling asleep and my husband was just out of the shower, complaining that we have taken their room when in actual fact it was given to us by the receptionist. We didn’t give in to them, and mentioned this incident to the reception when we checked out the next day, the manager apologised profusely for the incident which we accepted as he was very nice about it and he mentioned about giving us 50% discount for all the misunderstanding. We are thankful to him for compensating us for the unfortunate incident.",7.0,45
-921411410,Perfect airport hotel. Very comfortable and it was great to have use of the health centre facilities to unwind at the start of our holiday. Very close to terminal ready for the flight the next day. nan,8.0,45
-921411410,Location & comfort were excellent. £20 for a burger is ridiculous pricing.,7.0,45
-2445992,"The bed was really comfotable and the room surprisingly quiet, given the location. I would stay there again. I was satisfied with everything.",7.0,45
-126889067,"Nice hotel - cool building, elegant lobby, great bar, and selection of drinks. The room was nice as well, though I missed the hangers in the bathroom, as always. Breakfast was nothing out of the ordinary, but the coffee was magnificent, thanks to the roastery providing specialty beans. You will enjoy the espresso, I can assure you of that.  The interior of the dining area is spectacular, and the rooms are clean, but the shower door was not invented yet, like in many other hotels I've been to. The room didn't have a fridge. Hotel doesn't have its own parking and does not provide any discounts for the parking spaces nearby, so you have to pay the full price if you'd like to park around, it's crazy!",8.0,41
-126889067,Central location & friendly staff There was 3 of us in the room yet there was only tea and coffee supplies for 2 people including 2 cups,9.0,41
-126889067,Lovely location. Didn’t have breakfast Nothing. Everything great,10.0,41
-126889067,"Clean, comfortable surroundings with easy access to the airport nan",8.0,41
-126889067,"Cleanliness, location, staff Nothing",10.0,41
-126889067,"Breakfast, location, bed, comfort, staff. Internet in my room was a disaster.",9.0,41
-126889067,it was beautifully decorated and modern. the rooms were a great size and the beds (especially the pillows) were exceptionally comfy! would happily stay here again! nan,10.0,41
-126889067,Goo location and clean Lobby,8.0,41
-126889067,We stay here every year its always clean breakfast is fab but this year we found smoked spliffs  under the bed and a used towel which makes you wonder if room has been cleaned nan,9.0,41
-126889067,"the hotel location is excellent, breakfast was good. We liked how the staff was welcoming and helpful. nothing",10.0,41
-126889067,Everywhere was kept clean and tidy and the place had a cosy feeling. The bedroom was absolutely huge! Which was amazing and definitely good value for money nan,10.0,41
-126889067,Location was good. Hotel was clean and bef comgortable. Bathroom spotless with good products and nice towels Dinner in thrir restaurant was not good.  Service slow. One meal served and eaten before husband s arrived   Refunded it all but shouldnt have happened . Food cooked ok but not great  Would rebook but not restaurant,7.0,41
-126889067,"great location, clean. Great bar nan",8.0,41
-126889067,"as we had a room on the side of the hotel and on the 7th floor it was very quiet. The breakfast was fairly good ( juices, cereals, fruit salad, cold meat selection, hot breakfast selection, toast and pastries- non dairy milk and gluten free bread available) and it wasn't too busy at breakfast time ( though we were staying mid week.) also had complimentary newspapers. The towels in bathroom were bath towels rather than bath sheets ( i.e. fairly small) and one had a hole in it. Very picky but the drinks tray did not have any herbal or fruit tea choices. The duvets are lovely and thick but can make you a bit hot in the middle of the night.",8.0,41
-126889067,This is a beautiful hotel that has amazing rooms. Very comfy beds and duvets with superb bathrooms..  The breakfast is 10/10 You need to have conditioner in bathrooms as well as a body lotion and then it's perfect.,10.0,41
-126889067,"Such a central location. rail station a short walk away, convenient to bus stops, high street shops nearby.  Hotel itself very modern but warm atmosphere.Friendly helpful professional staff, we really enjoyed our stay and would highly recommend this hotel. nan",9.0,41
-126889067,"Comfortable bed, nice bathroom and lovely staff. Location was also perfect nan",10.0,41
-126889067,"Perfect location, really good value for money, easy self check-in and check-out, staff were easy to locate if we needed them, spacious room and bathroom Bathroom wasn’t as well maintained as the bedroom and communal areas were. As the ceiling in ours was a little damaged around the bath/shower but that wasn’t something that affected our stay just something we noticed.",10.0,41
-126889067,"the location was perfect, room and bed was very comfortable. no milk for coffee and the coffee was instant, no toiletries apart from body wash.",8.0,41
-126889067,"Exceptional as always. Great value , rooms excellent and always clean. Just stayed for the first time this year after a few stays last year and seems to just improve every time. Highly recommend. nan",10.0,41
-126889067,Staff were excellent and we were able to check in early. Room very big and comfy. Breakfast should have been included in the price.,8.0,41
-126889067,"The beds are so comfortable rooms are spacious and for the price there is simply no better place to stay. Top location modern, clean perfect for a city  stay. Up on the 15th floor the view was amazing I would have paid double and still been happy. Only issue was I prefer a bath to a shower and thats it",10.0,41
-126889067,"Great location, perfect for a city center stay in Manchester. Would stay again, room was clean and comfy. Car park next door that was as hotel advised and convenient. Check in and check out super quick and easy using the online process. Saved queues at front desk. No faults from our stay.",8.0,41
-126889067,"Lovely modern hotel, superb lifts! Great view over Manchester ( we were on 16 th floor )Very comfortable king sized bed, nice and quiet. Perfect location, very nice friendly staff. Nothing",7.0,41
-126889067,"Closed to china town, in the middle of city center. Restaurants, cinema and shopping malls just all within walking distance. Not happy as there was no room keeping for the 1st night then the 2nd night cleaning was not up to the standard. A little disappointing.",8.0,41
-126889067,"Location, price and value for money. nan",9.0,41
-126889067,The breakfast was very good. Room service menu was a bit limited but the staff were all very welcoming and I have to say it was overall a better experience than I expected for the money Room service menu. And the doors opening to a sheer drop outside is disconcerting: what if i had smuggled in a cat!!,8.0,41
-126889067,"very modern, clean, very confortable and great location all perfect",10.0,41
-126889067,"Very clean, great location, spacious rooms and lovely breakfast Booked and paid more the executive king room to find they are just the same as the deluxe room, spoke to other customers and found out we had paid more than double as we didn't book direct",9.0,41
-126889067,great bed and good sized room £10 charge for early check in was a disappointing first encounter with the staff-feels mean,8.0,41
-126889067,enthral location and secure parking nearby nothing,10.0,41
-126889067,Quality of the room and ease of checking in Shower screen did not stop water going on the bathroom floor (a flip panel would have solved this),8.0,41
-126889067,We loved the comfort and location That there were lots of staff but nobody wanted to help they wanted everything done online. Very stand off environment. Room wasn’t ready on arrival and room not fully set up for 3 travellers with water etc,8.0,41
-126889067,"Location, the rooms are so big and comfy and the breakfast is amazing good value for money. Only 1 person checking in",10.0,41
-126889067,Good clean accommodation well situated in the heart of the city centre. Friendly professional staff. All good.,9.0,41
-126889067,"A wonderful warm welcome after a very lengthy disrupted journey. Easy check in, exceptionally comfy and clean room on the 17th floor. Lots of hot water and powerful shower.  Bar and restaurant clean, friendly staff, enjoyed the food.  Thank you. nan",10.0,41
-126889067,"location is very good, clean and comfy beds low power on shower, no water in room had to buy from shop across road, limited channels on TV",7.0,41
-126889067,"As soon as you walked in the staff were very helpful, the beds were very comfy! the room was spotless. taken care of 24/7, great location would definitely come back again! I liked everything!",10.0,41
-126889067,"Location, cleanliness, facilities Waiting for the lift in the mornings, walked down from 7th floor on both occasions",8.0,41
-126889067,"The hotel is generally nice and in a good location. The staff are courteous and helpful. The breakfast is good though it could be better with variety and staff support. I like the outside facade and the interiors of the hotel. The rooms lack basic amenities like the bathroom slippers, bathrobe and toothbrushes and paste. They should also provide enough bottled drinking water; the bathroom is not very nice. The restaurant should have enough waiters.",7.0,41
-126889067,"Great staff, super clean, perfect location nan",10.0,41
1242915410,"The hotel was amazing, perfect location.  The staff were brilliant, the rooms were lovely, clean and comfortable.  I will definitely be coming back nan",10.0,40
1242915410,"Was perfect right on the sea front , with bars and restaurants all close by , also right near the pier. Nothing it was lovely",9.0,40
1242915410,"- Sea view  - Swimming Pool  - Location  - Polite staff  - Good value for money - general cleanliness was good, however a bit more attention to cleanliness would have been appreciated. for example when it got dark we could see lots of children’s handprints on the windows and picture frames. Also some stains on the curtains and bed runner.",7.0,40
1242915410,"The location was very good, staff very friendly and helpful, hotel clean and tidy  Breakfast was generally good Disappointed that there was no gluten free bread or lactose free milk available at breakfast  Some areas of the hotel needed a refresh",9.0,40
1242915410,"Great swimming pool, rooms where clean, we had a fridge, coffee pod machine both of which where not expected, we where left a bottle of wine, chocolates and crisps which was an amazing touch! Na",10.0,40
1242915410,Everyone was very welcoimng. Staff were very attentive. Room was lovely with really comfy beds. Breakfast was really nice with plenty of choice. nan,10.0,40
1242915410,Comfortable bed. Nice coffee and tea in the room nice touch with the wine glasses in the cupboard :).Staff were really friendly and kind went above and beyond to help. Great location. Nice breakfast with plenty of choice. The pool area was grimey.Tiles missing and replaced a hundred times. Cracked everywhere which isn’t a luxurious as it seemed from the photos. Shame it’s why we picked it.,7.0,40
1242915410,Breakfast was certainly something to look forward to.  Fantastic spread. Dinner menu was good. Hotel staff were very helpful in providing information on allergens to my son who has a nut allergy. Beds were very comfortable. We couldn't connect the TV to the internet to access additional channels  e.g. vision TV.,9.0,40
1242915410,"The welcome on reception was brilliant.  We plan to move to Brighton this year amd the chap on reception gave us good friendly advice. Breakfast was 8/10. Bathrooms well stocked. Water station on front desk was good. Maybe 2.different flavours, lemon and lime? Breakfast welcome was a.bit difficult to understand what she was saying because she had to turn her back to point to everything and we couldnt hear what she said. I noticed the same for other people. Too many little.plasic pots of marmalade etc, 1 big glass jar is more echo. Yogurt toppings ciuld be better,  prunes, peaches etc instead of frozen berry mixture.  It wasnt clear if the chocs and pepsi in the fridge were comp or not, we ate them anyway, turns out they were.",7.0,40
1242915410,"The suite room and sea views were excellent,and the breakfast was lovely The room could have been warmer ,then we found the thermostat. The room directory could have bee more informative. The restaurant menu wasn’t to our liking.",10.0,40
1242915410,"Great location and lovely views overlooking the seafront. Really comfortable, big room. Breakfast was great. Atmosphere of hotel was relaxed throughout. (And loved The White Company products! Nothing really",9.0,40
1242915410,"nicely done, clean, nice communal areas with great views Shame a lot of rooms don’t have sea views  our family room was quite tight for 4 of us",8.0,40
1242915410,"Great location close to beach, shops and attractions. nan",9.0,40
1242915410,Clean Comfortable  Great breakfast  Perfect location Asked to have a robe to use the spa facilties but was told robes are only for executive guests,10.0,40
1242915410,"Spacious room, very comfy bed Parking is super expensive even at discounted rate.  But defo worth a stay",10.0,40
1242915410,Like location & spa Toilets out of order for duration of stay on ground floor & toilets on mezzanine not clean.   Room too hot so had to open window & music blaring out of foyer from 7 am very irritating.,7.0,40
1242915410,Location was  excellent We got upgraded to a sea view room Great customer service Nothing not to like,9.0,40
1242915410,"Prime location, cleanliness and staff we got an up grade and bottle of wine as we entered room with sweet note from the hotel team which made our weekend Na",10.0,40
1242915410,Size of room. Spa facilities. Nespresso machine. Room was a bit airless.,8.0,40
1242915410,"We got upgraded and the rooms view was incredible! The bed was huge and the room was super spacious it was super lovely. Staff were amazing, very grateful for the experience. Such a good location for access to local attractions and restaurants Despite the bed being very large, it was extremely uncomfortable as the mattress was very hard, also quite a few stains etc but reeeeally can’t complain as we were very very kindly upgraded and treated amazingly by staff!",10.0,40
1242915410,Clean and comfortable great location Na,10.0,40
1242915410,"Checking in was straight forward and uneventful. Polite staff member was genuinely nice. The room was clean and the beds amazingly comfortable- I could have stayed in it all day!    The breakfast was varied - something for everyone.  Being a vegetarian, this was a bonus as if I wanted veggie Sausages, they would be cooked to order.     We had dinner at the hotel the first night,  and whilst it was adequate,  it was a little bland, had to season my Thai green curry with salt and pepper!    The location of the hotel is perfect and the side entrance takes you to a lane full of restaurants 😁     Overall the stay was good,  would have liked to have been told in advanced that the spa facilities wasn't working,  as that was the main reason for our hotel pick,  but we did get discount off the parking... and was able to use the hotel next door.     Would definitely recommend. Nothing to dislike,  just advanced warning of lack of spa facilities.",9.0,40
1242915410,"The staff were all phenomenal. From the manager, reception, breakfast. I forgot my bathing suit so didn’t use the spa unfortunately. Nothing!",10.0,40
1242915410,"Good location, lovely view of the beach nan",8.0,40
1242915410,"Extremely comfortable rooms and bed, great facilities Room service just called out",10.0,40
1242915410,Lovely breakfast. Even my fussy boys loved it and tried fruit they wouldn’t at home! Beautiful room exactly as advertised. Perfect location. Friendly and helpful staff. Nothing it was perfect,10.0,40
1242915410,"Location was great, beds were comfortable Waited for ages to check in even while two members of staff clocked us and continued to chat.",8.0,40
1242915410,"clean, breakfast good Had a room that was over the road leading to the car park. Unfortunately that road was very noisy - people shouting and a car that spent until 4 am revving its engine - so not much sleep. Would insist on on an inner atrium room next time, otherwise would not stay.",8.0,40
1242915410,"Perfect location for us after our evening at the Brighton Centre, the hotel was a quick 3 or 4 minute walk straight back into the warm. Two double beds in the room meant that our teenage daughter was happy not to be stuck in an uncomfortable put-up bed, as is often the case with a 'family' room. Brighton is notoriously expensive for parking and at £29.00 for 24 hours the hotel is no different in this. This pushed up the cost of our stay by 25%  Fixed shower head over the bath. When you have long hair but don't want to get it wet and have to dodge the spray.",8.0,40
1242915410,location and comfort too modern and impersonal - prefer classic traditional,8.0,40
1242915410,Good location staff very kind kids enjoyed the swimming 🏊‍♂️ 😀 👍 Good location good staff,10.0,40
1242915410,Breakfast was good and hotel in ideal location for what we wanted.   Check in staff were very friendly and extremely helpful. We had a very noisy neighbour and I had a young child so not ideal but that’s not the hotels fault.   Staff in the pool area not as helpful and friendly as those upstairs.,8.0,40
1242915410,"The reception staff were friendly, efficient and knowledgeable.  Offered to help with our luggage.    Our room was lovely and the coffee machine a real bonus. The lifts were not signposted very well - we have mobility problems and missed the lift which resulted in a very long walk.    I appreciated the discount, but the car park is ridiculously expensive - I know it is 'privately' operated but shame guests are subjected to such a high cost where there is no option of on-steet parking - even with a bnlue badge !!",9.0,40
1242915410,The staff were excellent and very friendly. The rooms were very clean and comfortable.  They had very good facilities and the breakfast was very good. We had booked for one night but decided to stay for two. nan,10.0,40
1242915410,Great location comfe bed good breakfast nan,9.0,40
1242915410,Smooth check in and very friendly service. The room was clean and had good amenities. Spacious lobby area and the pool area was an added bonus. Changing rooms for the pool were quite small given that it's an open changing area.,9.0,40
1242915410,"It was our first time staying in Brighton and the location of this hotel was excellent.  Great views from the lobby.  Nice breakfast. Parking was difficult to find, hotel car park was full.  Room rate was very high and parking with discount was still very expensive.",9.0,40
1242915410,Fantastic breakfast and great location.  Staff were helpful and friendly Dinner was very average. Room was clean but dated and in need of TLC. Multiple hairdryers didnt work and the safety lock on the door was missing.,7.0,40
1242915410,"The staff was incredibly friendly! We got a free room upgrade to a suite with sea-view and 2 glasses of wine. The breakfast was fantastic and offered a wide range of options. Last, the sauna, steam-room and pool were very relaxing. I'll definitely come back! -",9.0,40
1242915410,Lovely sized room and friendly staff. Breakfast was cold not kept warm and overdone,7.0,40
1183860090,"The room was clean and comfortable and quiet, which was a concern so close to the airport.  The restaurant downstairs was very nice with good food, drinks and service and the close location to the domestic terminal made it very convenient for an overnight stay while travelling nan",9.0,34
1183860090,Close to the airport for early morning flight with shuttle to the door. nan,9.0,34
-265622419,Buffet breakfast and incredible staff willing to go the extra mile. Nothing.,10.0,34
1183860090,Easy access from airport For the price I thought the shuttle could have been free,8.0,34
-265622419,"Perfect location - close to restaurants, Southbank, the Arts Centre and NGV Nothing",10.0,34
1183860090,"Spacious room, great view of the planes, clean and very tidy. The bar and eatery downstairs was so good and we will definitely stay again as it is walking distance to the airport. nan",10.0,34
1183860090,Very nice and clean central to everything . The restaurant opened till 10 pm is great  The peace and quiet was wonderful nan,10.0,34
-265622419,It’s very close to public transport and you able to get around everywhere without needing a car The bed was really uncomfortable as it sagged in the middle. Lost some sleep over this,8.0,34
1183860090,"Close to the airport, comfortable bed, nice big shower, great breakfast Nothing",7.0,34
-265622419,Friendly and helpful staff and comfortable room. nan,8.0,34
-265622419,"Elegant, super comfortable beds, great breakfast and a fantastic location nan",10.0,34
1183860090,"Nice and close to the airport, especially if (like us) you have an overnight wait for your next flight. Good room size, large windows with lots of light. Good bar/restaurant downstairs No complaints, very pleasant stay",10.0,34
1183860090,"Location, friendly staff.  Good room and good value. Nothing specific to note.",9.0,34
-265622419,Clean and comfortable rooms and beds. Amazing staff that do all to make you comfortable nan,10.0,34
1183860090,Excellent location to domestic terminal and air train within easy walking distance. International terminal is nearby and could book shuttle or catch air train  Cafe and bar provided good range at reasonable price. Room bigger than other Ibis hotels I have stayed in. Staff were friendly and professional. Free wifi. I had no complaints.,8.0,34
1183860090,"Comfortable, walking distance from airport nan",10.0,34
-265622419,"The hotel was STUNNING. Very clean, well styled, and absolutely perfection in terms of location. The staff were friendly fantastic and very accommodating. The breakfast package was so great too and just added to the overall greatness of the stay. The rain!",10.0,34
1183860090,"Lovely facilities in room.  Tea, coffee etc iron, hair dryer. Etc. Even a fridge! In UK hotels provide sachets of UHT milk, and there is no fridge!   Very clean. Scrumptious breakfast to suit all tastes and dietary requirements. nan",9.0,34
-265622419,"Location, facilities and breakfast Staff does not smile",10.0,34
-265622419,location. clean. staff customer service there was a residual odour of “smoking”.,8.0,34
-265622419,"close to CBD, parking next door, old fashioned service it was COLD!",8.0,34
1183860090,The location is the best feature. The property is comfortable and clean and has everything you need. The only thing that wasn’t working was the vending machine downstairs so we couldn’t get drinks or snacks once the restaurant was closed.,9.0,34
-265622419,"Room comfortable and quiet, very clean and well appointed. Breakfast ample, staff wonderful, lovely dining room.q Nothing to be honest",10.0,34
1183860090,Great location to both domestic and international airport.  Very good breakfast and like the early opening time. nan,8.0,34
-265622419,"Breakfast was good, staffs was friendly, helpful.  They was surprised us with a bottle of wine & cake for our 23th wedding anniversary. It was so amazing. Non",9.0,34
1183860090,"The bed was so comfortable and it was very quiet. Check out was 11am which was great as we didn't arrive until after midnight. Rooms are consistently clean and modern. Nothing to dislike, everything was great although getting a little pricey.",10.0,34
-265622419,Very friendly and helpful staff particularly concierge  but cannot recall his name.  Very good breakfast and staff in the restaurant. BathRoom a bit small.,9.0,34
1183860090,"Hotel is walking distance to domestic terminal and transport options. Room was comfortable and clean. Attached restaurant and barr. Food was a letdown this time in restaurant,  Compared to previous stays at hotel.",8.0,34
1183860090,proximity to airport no pool,7.0,34
1183860090,Location good. Ok for 1 night stay. Quiet room. The bed was a bit saggy and you felt your partner getting in and out of the bed. Pillows could be better.   No pictures on the walls…. Makes all the difference.,7.0,34
1183860090,Big room  Buffet brekkie Big shower Clean toilet Giant towels and sheets A little pricey No microwave,10.0,34
-265622419,"Location, close to all public transport trams, trains. A lovely heritage building, decor and facilities. Nice breakfast options. Shower in the bath, very tight. May be difficult for some guests as there is a possibility of slipping/falling when stepping in or out. The bath mat needed to be changed.  General cleanliness of the room could be better. Some areas were dusty and needed a good wipe down.",8.0,34
-265622419,Great breakfast and clean nan,9.0,34
-265622419,"If you are gioing to Melbourne City on vacation, this is the place to be. Perfect locaton in the middle of the city, with free tram outside your dorstep, that brings you around the town. The hotel is an beauteful old hotel, and the girls at the breakefast is verry service minded nan",8.0,34
1183860090,"Good Location for walking to the domestic terminal, friendly staff and reasonable bar / restaurant. Room service was not available after 10pm",8.0,34
-265622419,"Great location, Room was just what I needed for 1 and the bed was exceptional! Our rooms were not ready so had to wait 1.5hours after check in time to get our rooms.  The concierge was extremally apologetic.  There were differences in the rooms.  No robes or slippers in one. No coffee machine in one.",9.0,34
-265622419,"Decor was old fashioned and lovely. Comfortable bed and we really enjoyed the breakfast buffet Small shower and bathroom, staff asked where we were to check out at 11am although we stated both on booking and at counter that we would like to extend until 12pm",8.0,34
1183860090,"good location, friendly staff, good restaurant quite expensive and breakfast wasn’t included in price which is unusual for an Ibis.",7.0,34
-265622419,Service and breakfast 🥞 A bit dull the bedrooms..need a lift But comfortable beds is what matters,8.0,34
1183860090,"Reasonable size, had twin queen beds which was what was required. nothing",7.0,34
1183860090,"clean, good value for $ nan",10.0,34
-265622419,Room was nice. Breakfast was great service was fine The coffee machine in the room could not be used because the container were the water goes into was dirty and had slush inside the container. The toilet had a leak so made that hissing noise water continued to run. Also the toilet seat had a missing rubber which made it uncomfortable to sit.,7.0,34
1183860090,"Helpful staff, clean facilities, excellent breakfast $40 overnight charge for parking the car",9.0,34
1183860090,5 min walk through the carpark of the domestic airport.  In our case a 10 min wait for the free bus from International terminal to domestic terminal then 5 mins walk to the reception- following the hotels signs Nothing,9.0,34
1183860090,"a proper disabled bathroom, great size no problem to fit my 140KG powerchair, and the bathroom is also fitted with handrails The room itself is smaller than expected, a disabled person needs a bit bigger room, but sufficient for 1 night's stay",10.0,34
